Abn,MemberNo
77295855295,130M
77296023770,066C
77296185278,C582
77297340760,Q682
77297873907,X446
77299284123,11H8
77299346395,62E4
77299517499,X822
77302703451,52D7
77302950544,N996
77305980068,D617
77305980068,D618
77310847428,M798
77312335549,965K
77313454543,6366
77313519343,Y228
77314541450,28K8
77317046213,T133
77317420546,9948
77324058609,K059
77324849191,W582
77325401994,U710
77326258030,X889
77326562055,J403
77326618058,T054
77328022410,604K
77335369908,552D
77335726794,964C
77335726794,962C
77335735591,78K7
77342481633,780Q
77344283041,499T
77345504553,172F
77347376873,135H
77347762563,4589
77347958577,X464
77348256409,577M
77355766303,H362
77355766303,L516
77357651691,Z154
77360045662,552Q
77360045662,553Q
77360760255,0772
77361168478,247E
77362728387,6209
77366565223,63F4
77367520251,196J
77367750253,84D8
77367916896,6861
77373614787,7734
77375027962,L337
77382691270,I182
77384380881,5305
77384602486,404W
77384602486,H260
77386686875,701R
77387042061,6310
77388200523,9140
77390632693,8560
77390632693,L752
77392384702,Y602
77392404892,71J0
77392728093,963X
77392762518,W989
77393986757,F294
77394208438,783Z
77394410712,795F
77396063722,0022
77397477938,X299
77400682601,235J
77400859904,W022
77401510237,Z087
77401706991,M665
77401960133,089F
77404177329,218R
77408875637,74B3
77410063059,N068
77413506391,8078
77416586097,405L
77417506182,P866
77420768278,104J
77422487066,Y584
77430051651,049T
77430675081,7652
77431654597,18E8
77432259360,8290
77440162730,B366
77445221790,19H4
77446815843,3844
77450606913,F830
77450929142,M415
77451186225,877B
77452904813,467R
77452940809,H275
77454720865,63J8
77456839442,686Q
77458397234,441Y
77458492571,L048
77463579117,24E1
77464456720,R466
77469223700,I222
77472172850,L243
77478937095,44H3
77482392631,R591
77483643514,049L
77485129734,U557
77487502435,V843
77487632758,E539
77488755316,S236
77489189071,00G4
77489257840,487F
77491445920,735V
77495399260,J903
77497736191,600N
77498049407,G114
77501696269,745B
77502706200,770J
77503342988,L472
77503562029,P310
77506737526,077N
77508117949,57G2
77509122997,880R
77509531751,282L
77509599602,326L
77511364516,55E2
77512648409,Z425
77513101987,H147
77514021354,785K
77516277625,53E8
77520052678,654D
77520314195,169Q
77520314195,R321
77523128097,S048
77525274894,01B1
77526295025,R781
77527033766,0629
77531268365,972R
77537240992,E589
77540103499,202S
77540580417,856J
77541411402,G543
77541669908,307E
77546242652,68J5
77546917792,1983
77546948022,669R
77550901130,45D6
77553536167,P625
77558798813,U898
77560490601,8649
77562945025,909Y
77571427221,U965
77572590537,Y570
77573124827,0441
77580790022,7175
77581385080,X645
77583254673,412R
77583960437,K031
77587816534,37E7
77592138834,096B
77595706409,U011
77596727263,E703
77597118563,81F3
77600789768,089O
77600789768,090O
77600978434,C772
77600978434,C773
77605057826,4353
77607152567,312R
77608763355,242Q
77608763355,245Q
77609529340,H037
77611532405,030F
77613458590,W534
77617530897,53E2
77619741140,J642
77620117017,44K2
77622772294,22K8
77622843623,893H
77622952131,00D6
77625477543,L963
77635433291,N872
77639162623,437U
77639284927,73H0
77646470362,M684
77647708765,465J
77650159901,L667
77652470539,Q264
77652981978,P359
77654537233,943T
77655229734,828E
77656491789,393I
77657104387,H581
77657155266,6062
77657476890,J950
77658636038,923N
77658694126,2908
77660025933,Z335
77667416924,W507
77672018917,846C
77672799287,U221
77673133445,B567
77677512700,V993
77683756692,90C3
77690338487,D609
77691324760,455J
77691719548,960E
77691932384,7951
77692350738,5060
77694698070,343I
77696605771,49J0
77698174255,561D
77701283882,5117
77704460233,T957
77706422328,695U
77708841528,I999
77709863548,348H
77711080433,838T
77711602299,L518
77712527249,X404
77713994872,U786
77714871816,240C
77716693760,59G8
77722399745,M820
77725042284,823D
77725186842,561Q
77726191890,729Q
77728439651,194J
77730372278,J341
77733881026,6254
77743360332,E438
77743360332,H161
77745296917,47J6
77745362371,352X
77746964362,811Z
77747712921,E947
77751401515,R464
77751514472,227E
77751787447,422D
77753252246,V692
77753559565,118P
77756446292,139H
77757418486,939T
77758181361,I434
77758303287,531T
77765310117,I020
77767065522,32C4
77767673259,02H9
77773173316,V688
77773173316,V689
77776590210,L692
77780195076,894R
77784025291,D316
77784418508,938Y
77794683967,34G0
77796418232,Z029
77799502258,G449
77799517173,V265
77800940030,211F
77804935603,E747
77805815943,005U
77808831087,K485
77809035326,14D7
77811078130,Z520
77813020747,06J5
77813104113,780U
77813104113,N376
77814151243,58C7
77816243499,P833
77817107511,58K5
77818643988,P001
77827057513,Z949
77829921068,517W
77831257514,K570
77831257514,H809
77831453291,361K
77831608195,I211
77833183046,T361
77833465617,246L
77834019597,299W
77834112316,448E
77837593804,93D3
77838871223,D997
77839033589,803C
77842143914,W605
77842143914,W606
77842482424,G778
77846528304,15G7
77846528304,60J3
77846528304,8977
77846528304,A053
77851249653,E113
77853180904,K238
77853973543,1803
77856425370,R352
77861348279,13K0
77862770424,953I
77864298645,367H
77864542542,55G2
77866953804,B092
77869798821,17E6
77869798821,205K
77870645794,D925
77871710577,X642
77871710577,X643
77872268160,E088
77874484606,H970
77875637349,842P
77876996308,597L
77879434964,598X
77880720030,45J7
77885497053,4640
77885925494,T145
77885925494,T146
77889205497,601D
77889330173,5730
77889579863,U219
77891505767,1567
77891974510,B071
77895386262,Y614
77896437787,Z001
77898609975,691D
77900992595,D772
77902287175,L576
77902298029,33H9
77902799554,M495
77903410700,3876
77903658629,R631
77909120320,2615
77912133686,R526
77917195684,H797
77917468087,Q723
77917936926,01G5
77924954237,M968
77925214242,499S
77927543564,H895
77928276209,353F
77929466321,C204
77932075136,418M
77932846440,8195
77933030358,134C
77934733885,D501
77936078615,276H
77936100642,23B6
77937320400,001G
77937688463,717T
77939775266,9369
77942720734,M851
77945158472,453S
77945631804,G662
77946494092,V852
77949034678,796A
77950329582,264U
77951461577,656E
77957021527,350L
77957509557,U434
77958106678,167T
77963844535,J093
77963881098,330Z
77963881098,E326
77970190507,A797
77972365189,68C4
77972712728,67F9
77972712728,628E
77975061453,4216
77975413268,069Z
77975505781,V271
77978028477,62B0
77978665483,H926
77986445797,C268
77987372486,636D
77989414383,T220
77990534203,5599
77992013365,Y834
77993520138,H576
77995259537,7300
77995815133,824D
77996858823,262L
77996858823,261L
77997592235,X865
77998370116,51F7
77998675847,D757
78 061 067 678,2273
78 085 746 354,2603
78 237 992 863,2350
78 750 551 025,2855
78000315524,501B
78000732749,A110
78000811692,S678
78001392025,1917
78002027103,I640
78002210924,992A
78002406582,0354
78002875351,46H3
78002904856,S870
78003521579,3897
78003857378,T752
78005868312,10E1
78006912634,U749
78007155169,324V
78007155169,E426
78007641698,D942
78007792305,744N
78007849005,795H
78007849005,V587
78008516498,772Y
78008809729,C490
78008809729,1405
78008862315,5189
78009499423,N544
78009506254,2752
78009531300,J160
78009557359,H621
78009579613,P791
78009746089,I049
78013393109,653S
78015295469,526Y
78-016-587-,U859
78018778135,595B
78020319133,382U
78026048835,519I
78027921372,471V
78035008396,2763
78037399112,469S
78038726702,022C
78042583781,7194
78043117080,X685
78044603635,J930
78045249815,V410
78047943238,664B
78049375124,994M
78052287662,C719
78052287662,C720
78052287662,1208
78053827148,870T
78054341310,B913
78057489374,W081
78059410171,J915
78059769729,E881
78061123380,69B1
78061123380,3490
78063346592,41K0
78070650319,095U
78071256037,02D4
78077484322,L588
78081071374,793U
78083030700,L216
78085983759,895L
78087031220,479G
78087299766,53B3
78087561370,M806
78088426895,J578
78089015584,W815
78089727515,70B3
78092833244,R607
78095752284,98C4
78095752284,P335
78099413420,87H7
78101171600,934S
78101423574,387H
78102920433,75D8
78107323026,860I
78107610911,498L
78109109605,Q744
78109117543,640L
78109388687,419F
78109676448,33G5
78110892398,604E
78113144997,914A
78115884823,F212
78116749741,324X
78117915239,8181
78120104318,894Q
78120659314,F814
78123248786,06H9
78125537663,319V
78125995885,D275
78126160898,47H8
78126180210,F551
78127756151,10B0
78131007334,04H4
78131014769,F786
78131661576,426V
78134800343,Y296
78135522021,20H9
78136070310,43C3
78137249380,28H3
78139342137,E017
78143173232,080G
78144087667,X187
78145419356,D737
78152545461,V762
78153097120,X240
78154283154,641G
78155367463,24G0
78160982707,483E
78161006537,Y686
78162205898,073P
78163509135,V989
78164138488,1851
78168171538,P684
78169211951,801R
78171059663,379Q
78174100490,7670
78176435207,X052
78176914527,698L
78178651054,372B
78182717469,731U
78185116015,144F
78185116015,881K
78185268430,871R
78185771035,X347
78185965348,Q635
78186802570,T559
78189551947,9775
78192193352,Q234
78192193352,Q235
78192267030,E160
78197277565,96B6
78198061732,T646
78199525639,392R
78200654061,71F3
78203786110,I759
78203791844,082M
78204172279,Z393
78209658069,01K3
78211996976,7072
78212699781,457B
78217110507,I645
78218296476,I450
78224229041,Y744
78225340587,I862
78226493806,11H0
78228580609,306R
78228879602,151Y
78232441857,H222
78234409731,I219
78235061365,990G
78236504391,Q621
78237909601,804G
78238839027,258U
78244806934,8603
78245282069,343L
78246829353,564K
78250139579,055U
78252430357,N859
78253982512,212H
78254001309,Y689
78259475570,Q814
78259954890,454D
78264984510,823R
78265513774,944I
78267251467,D258
78270121972,720V
78272117742,4758
78273239392,6720
78274900378,1437
78277271826,57B1
78277292109,T500
78278435003,516Y
78278751464,946J
78279329674,598D
78279450046,41D0
78279832198,7207
78279976756,49B1
78280157122,553J
78282523823,518H
78284134670,4807
78290752127,L848
78294602089,5331
78298563670,228P
78299741847,W363
78302035059,8258
78303781484,M589
78303871484,M590
78313753524,U362
78315926748,427I
78316342851,250P
78316574829,J195
78316574829,0208
78321307012,88E5
78321787908,214G
78325250216,N223
78325380426,07F1
78326149229,820G
78326504463,167M
78328756268,294T
78329383905,084Q
78334139393,261P
78334139393,507H
78334139393,508H
78337630779,D178
78338548407,091Q
78338783917,V780
78339907954,9148
78340310503,P227
78341571322,099W
78342199390,506V
78342684030,P234
78342684030,9889
78345083994,S015
78346177219,W422
78347521512,145E
78352694620,590J
78353233653,693R
78353838453,333M
78354649538,Y526
78356903817,04H5
78357420586,072Z
78360197752,J722
78367574363,V623
78369988136,55J9
78371768046,Q272
78373005866,404I
78373104492,172C
78373104492,173C
78373616874,535T
78378674533,652U
78379860567,I242
78382147618,P543
78386172195,0065
78386172195,465R
78393801391,B196
78395853710,962G
78396306073,63D8
78396728768,E585
78397909149,X013
78398843981,Y980
78400578833,T893
78401840301,Z350
78403083521,7621
78407848411,097L
78409330414,746F
78414838246,320V
78415633105,713R
78417245037,528E
78421696516,T780
78421851232,8641
78421851232,R733
78421851232,R732
78423623350,852C
78425362128,896I
78425511541,P296
78426719936,X552
78429210050,306K
78432994407,X110
78434948159,49C2
78437216749,W619
78437451308,442C
78442232149,583I
78446516018,862L
78449268484,358N
78456321554,458V
78458194927,836P
78462598735,715X
78463612558,874W
78468544378,M511
78468544378,3944
78471378719,357R
78471825451,G751
78472599076,18K2
78475640033,M105
78476346784,587L
78476758275,R770
78477893582,85B2
78478074531,745H
78478646240,711I
78480276942,633K
78480940737,9776
78481281990,Z716
78481886790,L257
78488254012,750W
78491569082,028E
78491865024,684J
78492870072,R351
78495448622,133W
78498580129,050X
78503404839,377N
78505515273,318P
78507087251,Z583
78510443707,092Q
78511706913,U156
78515976795,D615
78516319582,617P
78516881279,149W
78518161571,613T
78521335048,56K6
78522037205,019G
78522188680,83D4
78524200715,T357
78530145418,76B4
78531373114,H073
78531745320,09D7
78531899824,721K
78532112471,699J
78532758494,203J
78533832123,385F
78534002331,M006
78535802011,U027
78541684937,778N
78542197138,V022
78542346939,16C5
78542864233,Y620
78545163164,2554
78545971517,L239
78547191253,V121
78548977805,U092
78548977805,U091
78549830438,U494
78551193452,856Y
78551202308,9095
78551418939,60C1
78551606859,M967
78556945845,839G
78559370618,D469
78566515984,V663
78569167692,P518
78570717460,222T
78573322198,65J9
78574676600,600X
78582344362,9136
78592073385,G799
78599064355,E624
78601423280,994L
78601947436,6895
78604932092,109C
78608057347,374C
78608224693,97B1
78611907989,J015
78613014736,540H
78613785192,X890
78614187297,X824
78615683152,24K3
78616104767,32H4
78616540170,W625
78618739195,8802
78619140464,580P
78620291350,R341
78621754091,644K
78622744798,09G8
78625687505,30G7
78626896829,E077
78628749962,70J9
78630988631,830B
78631120698,T506
78632895452,I306
78633968329,S216
78635968748,6003
78637581400,Y835
78638620133,299N
78644019808,146N
78648097127,584L
78649106344,854K
78649767919,66H6
78651078099,297Z
78652172345,Z530
78652172345,M544
78652172345,M737
78654718391,308S
78656259367,5157
78657251169,011N
78658853079,3019
78659369951,5871
78660928661,3679
78662240500,70F8
78663475706,273H
78663549303,329R
78665681720,W576
78665911619,8007
78668074189,M209
78668151836,096O
78672026449,0447
78674472202,079K
78675144890,G095
78675867658,C328
78677809925,I462
78682658542,S082
78683526527,241S
78684472861,4361
78684472861,930H
78684759676,911Z
78687376592,4498
78688500991,F446
78690466332,1773
78691874042,Q625
78694344077,20K6
78695007872,056J
78696300924,051T
78701662119,W640
78704152739,761H
78706482807,162O
78708357034,L634
78710927347,11J1
78711844299,680J
78717292419,192T
78718763179,Z373
78719856091,K868
78721481372,G341
78721695061,E817
78721695061,998Q
78722951678,488X
78724277616,9082
78725057004,18J8
78-727-912-,971I
78731708993,I642
78737725409,5245
78738756307,83G2
78739460073,245I
78740496165,965V
78740994132,9855
78742927521,5435
78747828307,L464
78764846213,199F
78765705132,G632
78766027911,114E
78768252830,B907
78768262663,34F4
78772062675,999M
78772576787,379C
78773295760,137S
78773686952,C056
78776526477,6527
78778253090,071I
78778267470,U807
78780373772,61D6
78783221478,Z700
78784310086,M180
78785755191,S502
78787800187,46F2
78788297937,F073
78791802192,923K
78794428417,0448
78798108215,6658
78800944235,78J6
78810133032,520H
78813023722,X672
78813073580,815D
78815746440,Y442
78815746440,1327
78816046890,857T
78822199083,L579
78823728941,121E
78823840273,036K
78827947027,X334
78828289365,1216
78828638475,632G
78831302425,008K
78832733231,6864
78833480100,W581
78834328509,Z367
78835938357,738V
78838178574,385K
78840214239,963J
78842452372,9866
78844224490,6044
78844553587,F085
78845594303,848S
78845705294,6132
78848987268,D703
78849843363,U967
78849987840,131S
78850367076,E355
78857468816,038W
78857803578,30F5
78857803578,4694
78857803578,M380
78858056459,F440
78859038747,X246
78859732491,G803
78860764198,9723
78863500384,557J
78864936886,W401
78866937036,742X
78868286366,24C3
78870046787,576W
78878694116,057B
78879215329,986S
78887987078,M302
78890627905,319R
78891557105,H097
78892764372,423S
78895617403,Y275
78898610402,770D
78899238523,4034
78903839723,489U
78905875750,K823
78909386565,Q092
78909475778,J217
78910184674,089N
78910257768,Y028
78910986910,W536
78911010739,S839
78912029886,6475
78914989670,195N
78916650700,961F
78916869810,Y270
78919137707,064S
78921531301,X412
78921898441,17H7
78925830769,V362
78926087539,57F3
78926445446,29G3
78931011724,G230
78932927179,946M
78941326917,16D4
78944688612,396X
78945173424,296P
78953160369,N629
78953514949,I944
78953514949,1285
78956650244,P741
78958822351,237T
78959083996,L153
78960764914,178F
78961727680,U465
78962187922,W296
78962629453,881Z
78964547128,147C
78964578162,Y837
78965923621,1034
78967527566,Y899
78973174681,54H5
78978819960,8111
78984671265,083B
78992127952,4076
78994138048,519Z
79 005 096 677,1769
79 005 096 677,1352
79 005 096 677,1484
79 163 065 254,0A61
79 627 856 759,C789
79000053083,I955
79000053083,I956
79000053083,R707
79000214273,759V
79000214273,C393
79000214273,C447
79000214273,C449
79001503836,U458
79002543612,45E0
79002805549,432P
79003114683,E050
79003452737,295N
79003714305,053E
79003810759,253M
79003894648,045V
79004282179,451V
79004282179,840N
79004282179,316R
79004507246,7613
79004507246,7614
79006932958,F021
79007736478,800S
79008743217,E919
79009188079,72F4
79009401763,7781
79011073144,77J6
79011559441,066S
79012120960,P777
79015772505,870E
79021994228,968M
79021994307,B930
79021994309,B929
79024957543,031J
79026364600,963V
79029573053,7688
79030388265,H965
79030809221,R919
79032322371,483X
79034157307,W544
79035162355,6026
79035979337,8172
79035979337,8182
79044285266,R552
79044574690,M959
79045672532,724Y
79047394057,I946
79050320733,L135
79050320733,L136
79052351446,46B8
79052351446,834D
79054051668,W070
79055421681,S979
79060033637,D673
79060410304,R484
79060763240,695J
79061185948,L121
79062732110,723K
79067597374,Z376
79068339566,R155
79069013206,939Q
79071002605,868S
79071314211,939X
79071541621,15E6
79075361769,349U
79075408636,N362
79075820214,P217
79076405746,9492
79079291026,457S
79080557595,4736
79080692121,665M
79082398704,N571
79083109457,U701
79086001935,R789
79087299085,V011
79088040586,M265
79090409339,852R
79091611072,K014
79092043757,V335
79093040754,182P
79094036822,N091
79096728506,432W
79098053655,7244
79100684713,256T
79100899195,666K
79102283075,138O
79104028625,963P
79104031110,F151
79104131128,2449
79104131128,7159
79104441045,035H
79105003174,38C3
79105003174,6709
79105003174,Q490
79105003174,L793
79105003174,H585
79105003174,H586
79105326887,39K6
79105653831,36C6
79106026215,F512
79107221980,079U
79107773919,U400
79110586315,642I
79112853872,707W
79113837504,197I
79117214464,Z797
79118551990,323L
79118971025,H285
79119553749,N784
79119943743,5180
79120449410,647I
79120694802,224I
79122260235,009N
79125642444,004V
79126821269,K940
79128509482,F283
79128602184,018R
79132035347,N059
79133637257,387B
79135741225,940A
79135781225,941A
79136915176,125Z
79141942268,U982
79145233914,01D8
79149569649,F053
79149594597,4396
79149594597,163M
79152250140,830N
79155915762,415N
79156592080,609F
79158462807,379I
79160193868,179W
79160193868,310E
79160424125,013H
79164274190,Q776
79165051423,975X
79166188506,477T
79167486574,D194
79167698837,244U
79168576267,964I
79169885157,548G
79170668940,69E9
79170718938,284W
79171106518,8359
79171106518,8360
79171838936,824Z
79175714560,83J7
79175944918,23E7
79176580239,W915
79179790502,3885
79182789369,731D
79185680794,685L
79190561395,P565
79190873175,X783
79193896699,J824
79193896699,9928
79194913984,7745
79199138183,T970
79200603791,937D
79202535878,480Y
79202695297,05J7
79203632748,1825
79206366379,2258
79209027700,365U
79210491698,S213
79220054596,565K
79220944727,X879
79223907961,G655
79224828526,066G
79225049483,Q257
79228823830,295O
79232126879,7357
79237058699,5277
79237058699,4001
79237058699,I678
79238063732,M158
79244608500,865M
79245170143,6255
79245535285,N585
79245994528,P904
79246400646,42B3
79248082249,Q729
79248082249,E095
79249446025,230J
79250582109,W339
79251485658,928Y
79251846206,426U
79252047480,26C6
79254435614,91E5
79256181083,D250
79256233765,715M
79257232512,X803
79257232512,Y934
79258097840,239S
79258842360,F291
79258842360,F304
79259261718,733R
79260424856,4930
79261353278,Z699
79262431275,K308
79263134161,S973
79268097727,054O
79271579064,030X
79273628170,G041
79273967117,799D
79274401790,261T
79276545671,99H6
79278190862,I381
79279145852,J040
79279283098,2136
79279353504,9219
79280854536,85B3
79280912214,463E
79283152350,R824
79288243966,6028
79291053932,619K
79291097602,F111
79291518672,U539
79292587073,065N
79293256446,8128
79302745849,831L
79303843399,207J
79304590042,05B9
79306003114,2567
79309935075,M673
79309935075,597B
79310206560,357W
79311976200,U142
79313541983,7907
79315020309,0589
79317502252,355M
79324665046,S064
79324725583,320T
79325514318,40E0
79328668523,851V
79329337815,N898
79332628802,Q620
79332825600,5453
79335747539,667C
79336220736,X780
79337310429,995J
79338706211,37K7
79341930842,475E
79346221077,G690
79346534844,N688
79348784835,2840
79349142882,D398
79349142882,741B
79350185023,S205
79352121123,399G
79354706740,501J
79357318310,V420
79359417905,D263
79360198188,F317
79360266957,241V
79366288389,1936
79370781659,G497
79375951058,377F
79377050833,I155
79378253370,149G
79384903696,789X
79386466700,E056
79389859859,54J0
79390905429,U010
79391854387,A601
79392230195,D743
79392425524,68E1
79392613363,H943
79394699485,54F4
79394755494,390X
79396251813,790E
79397237048,700U
79399809112,02C4
79401816480,D878
79403698650,D454
79407485530,7121
79411569896,358Z
79412436859,991Z
79421632919,471X
79421713806,Y787
79423749471,564N
79423749471,7024
79427356450,5198
79427909723,357U
79428591775,34K8
79429590522,989N
79432787046,599Y
79437576295,K375
79440772339,239R
79440772339,231R
79440772339,262R
79440850602,659B
79447271579,X499
79447626775,98F5
79450074223,315W
79451104159,D195
79465236505,669W
79466241634,E989
79467543266,143C
79469070651,270G
79469285457,I771
79469343054,766T
79472818440,4974
79473613476,293T
79474783543,628J
79482360440,287C
79482584011,M706
79483429521,062V
79483429521,88G2
79483442114,2628
79491732895,546F
79496840135,17E5
79497781268,781J
79500486225,666I
79501964275,211E
79505429261,00G5
79505947218,852L
79513733818,199I
79514502659,B990
79514502659,B992
79515924668,M643
79516630346,Q543
79516921778,S978
79518942513,Y269
79520056138,949W
79521219633,8775
79523480386,Y807
79523831052,W589
79524009241,520L
79525254060,G108
79525456829,000U
79526412522,56E4
79530606237,52H5
79531423527,E886
79533518211,8201
79543008066,X043
79546457322,73G4
79546512698,S214
79548201036,P254
79550370847,6118
79551754031,F555
79552431536,V400
79556650605,848U
79558521818,Z968
79561639783,G868
79561639783,D669
79561639783,D670
79562576435,719X
79568691543,K385
79570072558,I392
79571029023,891V
79572377499,55F6
79572842424,H254
79579560974,66H0
79579945816,0304
79580151243,7089
79580151243,L202
79584714059,L489
79588399494,Y477
79590736021,X940
79590736021,X941
79597648901,N891
79598489065,13K4
79599647527,930F
79600692632,80H4
79602235865,625D
79602929490,726V
79603854640,935G
79603854640,160H
79603854640,610H
79605922732,90F5
79608998480,13D9
79611486125,705W
79611590679,P865
79613026928,134F
79613054404,501T
79613795700,H720
79614803075,033V
79614833461,167V
79615196535,907R
79618667731,Y316
79618785505,17F2
79626819123,F032
79626819123,0944
79628095391,5968
79629297442,814M
79630463453,D904
79631652981,537I
79633241721,829P
79635894438,E407
79637328662,7909
79638173622,61J1
79638361461,027B
79641545867,0752
79644067414,F094
79644350865,U025
79644951167,E455
79645216949,X874
79646779698,W236
79649642568,354B
79649642568,318B
79655234074,F229
79657645336,Q018
79660761994,6529
79663229870,850N
79663763001,R963
79665115345,9208
79665459212,Y964
79665522769,049K
79667470410,359K
79667679800,1A43
79672415227,P997
79673909277,054Z
79674928641,E449
79678438452,421F
79680936756,I602
79683104829,872I
79685740154,H796
79687035894,G776
79687891195,916C
79691700852,H532
79692961590,2400
79695286290,289T
79701471242,G326
79702776408,073C
79703743840,049B
79712139899,4762
79712239578,935W
79714241898,301Q
79719250011,Y747
79719408441,Z277
79719408441,Z275
79719919027,W634
79720428646,9962
79722099331,S760
79722430885,089B
79722787307,8458
79726367151,S795
79726413747,73B0
79728966252,702J
79738615690,5502
79738774655,W437
79741912093,828D
79741931079,557Z
79744152391,256Q
79744805569,R488
79745046307,N873
79749426080,10E8
79750343950,611K
79750479263,Q835
79754789020,810E
79756473210,A937
79757614596,396H
79759110834,I383
79761346952,351D
79765683827,717Z
79766160232,7674
79771339436,843W
79771978288,566F
79772179854,8869
79772179854,A054
79783711841,853S
79785734648,821Z
79785778318,350J
79787106907,747J
79787534517,I173
79787780476,3822
79791145605,S251
79791917800,042Y
79795262036,U084
79795262036,U085
79799346385,R709
79800104291,W428
79804789676,013E
79806034404,097R
79808095422,169H
79811722337,2816
79814194063,692C
79816654157,L253
79817323449,D786
79817655846,109O
79818396348,768Q
79818396348,9344
79818707923,I271
79824631269,75C7
79824631269,013I
79825439142,608T
79825538318,21C4
79826355608,3211
79826547864,223G
79827552993,01B9
79830674690,242K
79830894038,U787
79832553005,580E
79834776168,193P
79836817417,177S
79837379730,909N
79842343264,I237
79842774611,064O
79845590446,Q895
79847304363,U144
79851684918,Z916
79852309790,5666
79852378958,653Y
79858922409,U691
79860206923,M249
79860861943,492Q
79861373479,3217
79866920592,M638
79867006155,D702
79868827537,115W
79869571652,I783
79872573409,232B
79872714641,106H
79872714641,M291
79872714641,G266
79873116908,649X
79878812861,531C
79885730655,64D0
79885951391,685R
79893366525,132I
79899898603,Q090
79901858656,5241
79905405927,08J0
79906534786,M912
79907446053,S431
79909404827,891H
79910296464,K391
79910725877,87F3
79911727248,613N
79913928850,567L
79914244615,94G4
79914256004,H765
79915406187,0529
79917220587,484K
79918510879,98E4
79921616457,K226
79921616457,K225
79931321186,F243
79937729253,X111
79939803631,J214
79942500623,717N
79944599219,954T
79945013243,G587
79948879281,397Q
79951328726,R746
79954313544,276L
79955184288,T396
79955993144,340F
79959983215,S160
79960804074,891N
79961205224,75F7
79962180151,942U
79974510743,61H1
79975168150,44F7
79976157403,892C
79977947233,67J7
79982649790,04K0
79984331183,539D
79985068132,M521
79985068132,M522
79985068132,M523
79985068132,M524
79988320250,5151
79988362251,2183
79989199088,F175
79991899466,H005
79994195741,593X
79997120851,U809
79998159875,78F0
8 000 690 604,1645
80 183 655 793,C677
80 485 793 041,0881
80 778 911 721,1375
800 834 39634,2834
80000247523,S796
80000489396,X683
80000741668,4441
80000741668,7235
80001012559,R645
80001095638,33K5
80002211743,168R
80002889821,666D
80003029675,W453
80003211283,487L
80003236468,051C
80003522334,F828
80003522334,F829
80003908920,846B
80004491088,I652
80004705382,S721
80005842697,74K8
80007789586,N620
80008666368,88B2
80008690604,W495
80010021315,1839
80010758139,B670
80010807986,E116
80010930961,920S
80012285718,082Z
80013708127,G699
80017893430,T516
80017893430,T517
80017898964,891X
80026169950,34C5
80028256753,416T
80031404186,407I
80039550259,273K
80042698691,639X
80045113447,X707
80045265943,H580
80045295943,H351
80045848489,607D
80050285777,559Z
80051331574,8828
80051331574,7954
80052059807,T204
80056276770,F402
80057497564,I367
80058345785,257L
80060119200,613G
80060776098,F198
80060828473,17K8
80061009292,L614
80063038628,550F
80067704380,U515
80070878429,8607
80071359413,1759
80071359413,9249
80071682036,G085
80073181670,623G
80073386562,560H
80074183154,638I
80075312008,084K
80075602274,X747
80077104937,927A
80077249079,871G
80077280605,M186
80077395489,Q068
80077395489,185C
80079762968,P284
80085052819,6347
80086562423,I379
80087696206,T056
80089174170,9800
80089335441,J503
80089441583,3479
80089656082,5678
80091875746,033S
80092964322,K001
80092964322,L458
80095181669,A526
80095638132,Z488
80097153145,E688
80099580300,549B
80101637628,N478
80101673123,745N
80102075228,H500
80102269509,P744
80103716056,2456
80103729432,T602
80104093322,R921
80106315459,Y461
80108850312,I746
80109527568,2526
80110646529,B967
80112168131,B656
80112168131,N346
80112825926,839T
80112826687,929B
80113621497,401R
80116588786,H179
80116627785,105I
80118944639,949T
80120797697,S331
80121722437,Q209
80122320223,393S
80124817889,007E
80126007176,555R
80126488493,T189
80128107192,S023
80128548809,F508
80132980519,364I
80133088012,07G5
80135116964,G913
80137321153,M219
80140455723,388R
80143209480,X351
80143254273,X682
80144820824,65E3
80145459552,853Q
80147431373,A177
80149662734,Z628
80150233190,X441
80150645069,724S
80151292146,H979
80151645673,4685
80154919105,08J8
80155465757,V475
80158025589,41C7
80160857814,024T
80161458175,72K3
80162646942,933B
80162646942,935B
80163385630,S871
80163454226,976C
80164174348,028Z
80171347384,819C
80171350225,T565
80174176612,31G1
80174549886,J223
80179296190,6220
80182910874,3494
80183323477,C119
80184418446,919Q
80193225981,87B0
80198644061,P912
80199859390,W864
80200753133,P849
80201495492,968A
80202501458,518P
80202501458,H805
80202525170,0484
80207934884,154N
80211649247,Z044
80215165231,64C6
80215477075,036M
80219055817,078M
80219629033,P959
80221724611,R195
80226048790,017J
80228776406,321E
80229196218,007P
80231096181,M226
80232527046,0333
80235448770,104F
80237535573,L030
80240763510,136E
80242687141,442F
80243513125,J512
80244712616,K313
80248521652,683D
80249511585,Q008
80249878710,M175
80252388430,137M
80255821534,3357
80256634013,16C1
80256811548,W884
80257263253,348L
80257300696,44E8
80258185837,V316
80259400794,K061
80262325936,58G0
80267445595,578R
80269029955,P191
80270543386,E974
80271197882,1354
80272550129,N832
80275646133,141F
80281885930,078I
80286352632,K923
80288090244,95D4
80293359164,L343
80293359164,L342
80293359164,L344
80293667849,601B
80293861942,U776
80301175296,T858
80301361500,724C
80304300973,017S
80310343799,123B
80310447831,K973
